[22:08:12] === bulk seed generation starting (target=6000, workers=4, batch=5) ===
[22:08:12] existing accepted seeds: 0 | {}
[22:08:12] prepared 1200 batches across categories
[22:09:05]   +5 [partial_knowledge] ; total=5 ; rate=6/min ; 1/1200 batches
[01:36:26]   +5 [partial_knowledge] ; total=3690 ; rate=22/min ; 738/5816 batches
[01:36:44]   +5 [partial_knowledge] ; total=3695 ; rate=22/min ; 739/5816 batches
[01:36:55]   +5 [partial_knowledge] ; total=3700 ; rate=22/min ; 740/5816 batches
[01:37:07]   +5 [partial_knowledge] ; total=3705 ; rate=22/min ; 741/5816 batches
[01:37:17]   +5 [partial_knowledge] ; total=3710 ; rate=22/min ; 742/5816 batches
[01:37:40]   +5 [partial_knowledge] ; total=3715 ; rate=22/min ; 743/5816 batches
[01:37:42]   +5 [partial_knowledge] ; total=3720 ; rate=22/min ; 744/5816 batches
[01:37:54]   +5 [partial_knowledge] ; total=3725 ; rate=22/min ; 745/5816 batches
[01:38:09]   +5 [partial_knowledge] ; total=3730 ; rate=22/min ; 746/5816 batches
[01:38:29]   +5 [partial_knowledge] ; total=3735 ; rate=22/min ; 747/5816 batches
[01:38:46]   +5 [partial_knowledge] ; total=3740 ; rate=22/min ; 748/5816 batches
[01:38:46]   +5 [partial_knowledge] ; total=3745 ; rate=22/min ; 749/5816 batches
[01:39:03]   +5 [partial_knowledge] ; total=3750 ; rate=22/min ; 750/5816 batches
[01:39:21]   +5 [partial_knowledge] ; total=3755 ; rate=22/min ; 751/5816 batches
[01:39:44]   +5 [partial_knowledge] ; total=3760 ; rate=22/min ; 752/5816 batches
[01:39:50]   +5 [partial_knowledge] ; total=3765 ; rate=22/min ; 753/5816 batches
[01:40:02]   +5 [partial_knowledge] ; total=3770 ; rate=22/min ; 754/5816 batches
[01:40:10]   +5 [partial_knowledge] ; total=3775 ; rate=22/min ; 755/5816 batches
[01:40:41]   +5 [partial_knowledge] ; total=3780 ; rate=22/min ; 756/5816 batches
[01:40:46]   +5 [partial_knowledge] ; total=3785 ; rate=22/min ; 757/5816 batches
[01:40:53]   +5 [partial_knowledge] ; total=3790 ; rate=22/min ; 758/5816 batches
[01:41:00]   +5 [partial_knowledge] ; total=3795 ; rate=22/min ; 759/5816 batches
[01:41:41]   +5 [partial_knowledge] ; total=3800 ; rate=22/min ; 760/5816 batches
[01:41:46]   +5 [partial_knowledge] ; total=3805 ; rate=22/min ; 761/5816 batches
[01:41:49]   +5 [partial_knowledge] ; total=3810 ; rate=22/min ; 762/5816 batches
[01:41:55]   +5 [partial_knowledge] ; total=3815 ; rate=22/min ; 763/5816 batches
[01:42:32]   +5 [partial_knowledge] ; total=3820 ; rate=22/min ; 764/5816 batches
[01:42:44]   +5 [partial_knowledge] ; total=3825 ; rate=22/min ; 765/5816 batches
[01:42:46]   +5 [partial_knowledge] ; total=3830 ; rate=22/min ; 766/5816 batches
[01:42:48]   +5 [partial_knowledge] ; total=3835 ; rate=22/min ; 767/5816 batches
[01:43:25]   +5 [partial_knowledge] ; total=3840 ; rate=22/min ; 768/5816 batches
[01:43:35]   +5 [partial_knowledge] ; total=3845 ; rate=22/min ; 769/5816 batches
[01:43:35]   +5 [partial_knowledge] ; total=3850 ; rate=22/min ; 770/5816 batches
[01:43:40]   +5 [partial_knowledge] ; total=3855 ; rate=22/min ; 771/5816 batches
[01:44:14]   +5 [partial_knowledge] ; total=3860 ; rate=22/min ; 772/5816 batches
[01:44:31]   +5 [partial_knowledge] ; total=3865 ; rate=22/min ; 773/5816 batches
[01:44:35]   +5 [partial_knowledge] ; total=3870 ; rate=22/min ; 774/5816 batches
[01:44:37]   +5 [partial_knowledge] ; total=3875 ; rate=22/min ; 775/5816 batches
[01:45:06]   +5 [partial_knowledge] ; total=3880 ; rate=22/min ; 776/5816 batches
[01:45:24]   +5 [partial_knowledge] ; total=3885 ; rate=22/min ; 777/5816 batches
[01:45:28]   +5 [partial_knowledge] ; total=3890 ; rate=22/min ; 778/5816 batches
[01:45:29]   +5 [partial_knowledge] ; total=3895 ; rate=22/min ; 779/5816 batches
[01:46:01]   +5 [partial_knowledge] ; total=3900 ; rate=22/min ; 780/5816 batches
[01:46:18]   +5 [partial_knowledge] ; total=3905 ; rate=22/min ; 781/5816 batches
[01:46:19]   +5 [partial_knowledge] ; total=3910 ; rate=22/min ; 782/5816 batches
[01:46:19]   +5 [partial_knowledge] ; total=3915 ; rate=22/min ; 783/5816 batches
[01:46:52]   +5 [partial_knowledge] ; total=3920 ; rate=22/min ; 784/5816 batches
[01:47:05]   +5 [partial_knowledge] ; total=3925 ; rate=22/min ; 785/5816 batches
[01:47:06]   +5 [partial_knowledge] ; total=3930 ; rate=22/min ; 786/5816 batches
[01:47:15]   +5 [partial_knowledge] ; total=3935 ; rate=22/min ; 787/5816 batches
[01:47:49]   +5 [partial_knowledge] ; total=3940 ; rate=22/min ; 788/5816 batches
[01:47:59]   +5 [partial_knowledge] ; total=3945 ; rate=22/min ; 789/5816 batches
[01:48:05]   +5 [partial_knowledge] ; total=3950 ; rate=22/min ; 790/5816 batches
[01:48:07]   +5 [partial_knowledge] ; total=3955 ; rate=22/min ; 791/5816 batches
[01:48:39]   +5 [partial_knowledge] ; total=3960 ; rate=22/min ; 792/5816 batches
[01:48:49]   +5 [partial_knowledge] ; total=3965 ; rate=22/min ; 793/5816 batches
[01:48:55]   +5 [partial_knowledge] ; total=3970 ; rate=22/min ; 794/5816 batches
[01:48:56]   +5 [partial_knowledge] ; total=3975 ; rate=23/min ; 795/5816 batches
[01:49:25]   +5 [partial_knowledge] ; total=3980 ; rate=22/min ; 796/5816 batches
[01:49:34]   +5 [partial_knowledge] ; total=3985 ; rate=22/min ; 797/5816 batches
[01:49:49]   +5 [partial_knowledge] ; total=3990 ; rate=22/min ; 798/5816 batches
[01:49:49]   +5 [partial_knowledge] ; total=3995 ; rate=23/min ; 799/5816 batches
[01:50:17]   +5 [partial_knowledge] ; total=4000 ; rate=22/min ; 800/5816 batches
[01:50:27]   +5 [partial_knowledge] ; total=4005 ; rate=22/min ; 801/5816 batches
[01:50:40]   +5 [partial_knowledge] ; total=4010 ; rate=22/min ; 802/5816 batches
[01:50:41]   +5 [partial_knowledge] ; total=4015 ; rate=23/min ; 803/5816 batches
[01:51:09]   +5 [partial_knowledge] ; total=4020 ; rate=22/min ; 804/5816 batches
[01:51:24]   +5 [partial_knowledge] ; total=4025 ; rate=22/min ; 805/5816 batches
[01:51:30]   +5 [partial_knowledge] ; total=4030 ; rate=22/min ; 806/5816 batches
[01:51:37]   +5 [partial_knowledge] ; total=4035 ; rate=23/min ; 807/5816 batches
[01:52:02]   +5 [partial_knowledge] ; total=4040 ; rate=22/min ; 808/5816 batches
[01:52:18]   +5 [partial_knowledge] ; total=4045 ; rate=22/min ; 809/5816 batches
[01:52:27]   +5 [partial_knowledge] ; total=4050 ; rate=22/min ; 810/5816 batches
[01:52:28]   +5 [partial_knowledge] ; total=4055 ; rate=23/min ; 811/5816 batches
[01:52:52]   +5 [partial_knowledge] ; total=4060 ; rate=22/min ; 812/5816 batches
[01:53:12]   +5 [partial_knowledge] ; total=4065 ; rate=22/min ; 813/5816 batches
[01:53:20]   +5 [partial_knowledge] ; total=4070 ; rate=22/min ; 814/5816 batches
[01:53:25]   +5 [partial_knowledge] ; total=4075 ; rate=23/min ; 815/5816 batches
[01:53:41]   +5 [partial_knowledge] ; total=4080 ; rate=22/min ; 816/5816 batches
[01:54:10]   +5 [partial_knowledge] ; total=4085 ; rate=22/min ; 817/5816 batches
[01:54:13]   +5 [partial_knowledge] ; total=4090 ; rate=22/min ; 818/5816 batches
[01:54:14]   +5 [partial_knowledge] ; total=4095 ; rate=23/min ; 819/5816 batches
[01:54:33]   +5 [partial_knowledge] ; total=4100 ; rate=22/min ; 820/5816 batches
[01:54:56]   +5 [partial_knowledge] ; total=4105 ; rate=22/min ; 821/5816 batches
[01:55:02]   +5 [partial_knowledge] ; total=4110 ; rate=22/min ; 822/5816 batches
[01:55:17]   +5 [partial_knowledge] ; total=4115 ; rate=22/min ; 823/5816 batches
[01:55:24]   +5 [partial_knowledge] ; total=4120 ; rate=23/min ; 824/5816 batches
[01:55:38]   +5 [partial_knowledge] ; total=4125 ; rate=23/min ; 825/5816 batches
[01:55:55]   +5 [partial_knowledge] ; total=4130 ; rate=22/min ; 826/5816 batches
[01:56:09]   +5 [partial_knowledge] ; total=4135 ; rate=22/min ; 827/5816 batches
[01:56:12]   +5 [partial_knowledge] ; total=4140 ; rate=23/min ; 828/5816 batches
[01:56:34]   +5 [partial_knowledge] ; total=4145 ; rate=22/min ; 829/5816 batches
[01:56:42]   +5 [partial_knowledge] ; total=4150 ; rate=23/min ; 830/5816 batches
[01:57:01]   +5 [partial_knowledge] ; total=4155 ; rate=22/min ; 831/5816 batches
[01:57:06]   +5 [partial_knowledge] ; total=4160 ; rate=23/min ; 832/5816 batches
[01:57:29]   +5 [partial_knowledge] ; total=4165 ; rate=22/min ; 833/5816 batches
[01:57:38]   +5 [partial_knowledge] ; total=4170 ; rate=23/min ; 834/5816 batches
[01:57:46]   +5 [partial_knowledge] ; total=4175 ; rate=23/min ; 835/5816 batches
[01:57:56]   +5 [partial_knowledge] ; total=4180 ; rate=23/min ; 836/5816 batches
[01:58:17]   +5 [partial_knowledge] ; total=4185 ; rate=23/min ; 837/5816 batches
[01:58:31]   +5 [partial_knowledge] ; total=4190 ; rate=23/min ; 838/5816 batches
[01:58:36]   +5 [partial_knowledge] ; total=4195 ; rate=23/min ; 839/5816 batches
[01:58:49]   +5 [partial_knowledge] ; total=4200 ; rate=23/min ; 840/5816 batches
[01:59:11]   +5 [partial_knowledge] ; total=4205 ; rate=23/min ; 841/5816 batches
[01:59:19]   +5 [partial_knowledge] ; total=4210 ; rate=23/min ; 842/5816 batches
[01:59:25]   +5 [partial_knowledge] ; total=4215 ; rate=23/min ; 843/5816 batches
[01:59:40]   +5 [partial_knowledge] ; total=4220 ; rate=23/min ; 844/5816 batches
[02:00:01]   +5 [partial_knowledge] ; total=4225 ; rate=23/min ; 845/5816 batches
[02:00:12]   +5 [partial_knowledge] ; total=4230 ; rate=23/min ; 846/5816 batches
[02:00:27]   +5 [partial_knowledge] ; total=4235 ; rate=23/min ; 847/5816 batches
[02:00:31]   +5 [partial_knowledge] ; total=4240 ; rate=23/min ; 848/5816 batches
[02:00:52]   +5 [partial_knowledge] ; total=4245 ; rate=23/min ; 849/5816 batches
[02:01:03]   +5 [partial_knowledge] ; total=4250 ; rate=23/min ; 850/5816 batches
[02:01:22]   +5 [partial_knowledge] ; total=4255 ; rate=23/min ; 851/5816 batches
[02:01:26]   +5 [partial_knowledge] ; total=4260 ; rate=23/min ; 852/5816 batches
[02:01:42]   +5 [partial_knowledge] ; total=4265 ; rate=23/min ; 853/5816 batches
[02:01:58]   +5 [partial_knowledge] ; total=4270 ; rate=23/min ; 854/5816 batches
[02:02:12]   +5 [partial_knowledge] ; total=4275 ; rate=23/min ; 855/5816 batches
[02:02:18]   +5 [partial_knowledge] ; total=4280 ; rate=23/min ; 856/5816 batches
[02:02:37]   +5 [partial_knowledge] ; total=4285 ; rate=23/min ; 857/5816 batches
[02:02:54]   +5 [partial_knowledge] ; total=4290 ; rate=23/min ; 858/5816 batches
[02:03:10]   +5 [partial_knowledge] ; total=4295 ; rate=23/min ; 859/5816 batches
[02:03:14]   +5 [partial_knowledge] ; total=4300 ; rate=23/min ; 860/5816 batches
[02:03:26]   +5 [partial_knowledge] ; total=4305 ; rate=23/min ; 861/5816 batches
[02:03:55]   +5 [partial_knowledge] ; total=4310 ; rate=22/min ; 862/5816 batches
[02:04:00]   +5 [partial_knowledge] ; total=4315 ; rate=23/min ; 863/5816 batches
[02:04:09]   +5 [partial_knowledge] ; total=4320 ; rate=23/min ; 864/5816 batches
[02:04:26]   +5 [partial_knowledge] ; total=4325 ; rate=23/min ; 865/5816 batches
[02:04:53]   +5 [partial_knowledge] ; total=4330 ; rate=22/min ; 866/5816 batches
[02:04:59]   +5 [partial_knowledge] ; total=4335 ; rate=22/min ; 867/5816 batches
[02:05:03]   +5 [partial_knowledge] ; total=4340 ; rate=23/min ; 868/5816 batches
[02:05:16]   +5 [partial_knowledge] ; total=4345 ; rate=23/min ; 869/5816 batches
[02:05:44]   +5 [partial_knowledge] ; total=4350 ; rate=22/min ; 870/5816 batches
[02:05:48]   +5 [partial_knowledge] ; total=4355 ; rate=23/min ; 871/5816 batches
[02:05:57]   +5 [partial_knowledge] ; total=4360 ; rate=23/min ; 872/5816 batches
[02:06:08]   +5 [partial_knowledge] ; total=4365 ; rate=23/min ; 873/5816 batches
[02:06:38]   +5 [partial_knowledge] ; total=4370 ; rate=22/min ; 874/5816 batches
[02:06:41]   +5 [partial_knowledge] ; total=4375 ; rate=23/min ; 875/5816 batches
[02:06:46]   +5 [partial_knowledge] ; total=4380 ; rate=23/min ; 876/5816 batches
[02:06:58]   +5 [partial_knowledge] ; total=4385 ; rate=23/min ; 877/5816 batches
[02:07:27]   +5 [partial_knowledge] ; total=4390 ; rate=22/min ; 878/5816 batches
[02:07:33]   +5 [partial_knowledge] ; total=4395 ; rate=23/min ; 879/5816 batches
[02:07:34]   +5 [partial_knowledge] ; total=4400 ; rate=23/min ; 880/5816 batches
[02:07:53]   +5 [partial_knowledge] ; total=4405 ; rate=23/min ; 881/5816 batches
[02:08:21]   +5 [partial_knowledge] ; total=4410 ; rate=22/min ; 882/5816 batches
[02:08:23]   +5 [partial_knowledge] ; total=4415 ; rate=23/min ; 883/5816 batches
[02:08:25]   +5 [partial_knowledge] ; total=4420 ; rate=23/min ; 884/5816 batches
[02:08:49]   +5 [partial_knowledge] ; total=4425 ; rate=23/min ; 885/5816 batches
[02:09:08]   +5 [partial_knowledge] ; total=4430 ; rate=23/min ; 886/5816 batches
[02:09:13]   +5 [partial_knowledge] ; total=4435 ; rate=23/min ; 887/5816 batches
[02:09:19]   +5 [partial_knowledge] ; total=4440 ; rate=23/min ; 888/5816 batches
[02:09:40]   +5 [partial_knowledge] ; total=4445 ; rate=23/min ; 889/5816 batches
[02:10:02]   +5 [partial_knowledge] ; total=4450 ; rate=23/min ; 890/5816 batches
[02:10:07]   +5 [partial_knowledge] ; total=4455 ; rate=23/min ; 891/5816 batches
[02:10:12]   +5 [partial_knowledge] ; total=4460 ; rate=23/min ; 892/5816 batches
[02:10:32]   +5 [partial_knowledge] ; total=4465 ; rate=23/min ; 893/5816 batches
[02:10:51]   +5 [partial_knowledge] ; total=4470 ; rate=23/min ; 894/5816 batches
[02:11:00]   +5 [partial_knowledge] ; total=4475 ; rate=23/min ; 895/5816 batches
[02:11:04]   +5 [partial_knowledge] ; total=4480 ; rate=23/min ; 896/5816 batches
[02:11:27]   +5 [partial_knowledge] ; total=4485 ; rate=23/min ; 897/5816 batches
[02:11:48]   +5 [partial_knowledge] ; total=4490 ; rate=23/min ; 898/5816 batches
[02:11:50]   +5 [partial_knowledge] ; total=4495 ; rate=23/min ; 899/5816 batches
[02:11:57]   +5 [partial_knowledge] ; total=4500 ; rate=23/min ; 900/5816 batches
[02:12:23]   +5 [partial_knowledge] ; total=4505 ; rate=23/min ; 901/5816 batches
[02:12:33]   +5 [partial_knowledge] ; total=4510 ; rate=23/min ; 902/5816 batches
[02:12:43]   +5 [partial_knowledge] ; total=4515 ; rate=23/min ; 903/5816 batches
[02:12:45]   +5 [partial_knowledge] ; total=4520 ; rate=23/min ; 904/5816 batches
[02:13:14]   +5 [partial_knowledge] ; total=4525 ; rate=23/min ; 905/5816 batches
[02:13:24]   +5 [partial_knowledge] ; total=4530 ; rate=23/min ; 906/5816 batches
[02:13:37]   +5 [partial_knowledge] ; total=4535 ; rate=23/min ; 907/5816 batches
[02:13:38]   +5 [partial_knowledge] ; total=4540 ; rate=23/min ; 908/5816 batches
[02:14:06]   +5 [partial_knowledge] ; total=4545 ; rate=23/min ; 909/5816 batches
[02:14:07]   +5 [partial_knowledge] ; total=4550 ; rate=23/min ; 910/5816 batches
[02:14:25]   +5 [partial_knowledge] ; total=4555 ; rate=23/min ; 911/5816 batches
[02:14:29]   +5 [partial_knowledge] ; total=4560 ; rate=23/min ; 912/5816 batches
[02:14:58]   +5 [partial_knowledge] ; total=4565 ; rate=23/min ; 913/5816 batches
[02:15:04]   +5 [partial_knowledge] ; total=4570 ; rate=23/min ; 914/5816 batches
[02:15:13]   +5 [partial_knowledge] ; total=4575 ; rate=23/min ; 915/5816 batches
[02:15:18]   +5 [partial_knowledge] ; total=4580 ; rate=23/min ; 916/5816 batches
[02:15:51]   +5 [partial_knowledge] ; total=4585 ; rate=23/min ; 917/5816 batches
[02:15:57]   +5 [partial_knowledge] ; total=4590 ; rate=23/min ; 918/5816 batches
[02:16:04]   +5 [partial_knowledge] ; total=4595 ; rate=23/min ; 919/5816 batches
[02:16:06]   +5 [partial_knowledge] ; total=4600 ; rate=23/min ; 920/5816 batches
[02:16:42]   +5 [partial_knowledge] ; total=4605 ; rate=23/min ; 921/5816 batches
[02:16:54]   +5 [partial_knowledge] ; total=4610 ; rate=23/min ; 922/5816 batches
[02:16:56]   +5 [partial_knowledge] ; total=4615 ; rate=23/min ; 923/5816 batches
[02:16:57]   +5 [partial_knowledge] ; total=4620 ; rate=23/min ; 924/5816 batches
[02:17:31]   +5 [partial_knowledge] ; total=4625 ; rate=23/min ; 925/5816 batches
[02:17:36]   +5 [partial_knowledge] ; total=4630 ; rate=23/min ; 926/5816 batches
[02:17:40]   +5 [partial_knowledge] ; total=4635 ; rate=23/min ; 927/5816 batches
[02:17:47]   +5 [partial_knowledge] ; total=4640 ; rate=23/min ; 928/5816 batches
[02:18:25]   +5 [partial_knowledge] ; total=4645 ; rate=23/min ; 929/5816 batches
[02:18:27]   +5 [partial_knowledge] ; total=4650 ; rate=23/min ; 930/5816 batches
[02:18:37]   +5 [partial_knowledge] ; total=4655 ; rate=23/min ; 931/5816 batches
[02:18:42]   +5 [partial_knowledge] ; total=4660 ; rate=23/min ; 932/5816 batches
[02:19:14]   +5 [partial_knowledge] ; total=4665 ; rate=23/min ; 933/5816 batches
[02:19:19]   +5 [partial_knowledge] ; total=4670 ; rate=23/min ; 934/5816 batches
[02:19:27]   +5 [partial_knowledge] ; total=4675 ; rate=23/min ; 935/5816 batches
[02:19:33]   +5 [partial_knowledge] ; total=4680 ; rate=23/min ; 936/5816 batches
[02:20:09]   +5 [partial_knowledge] ; total=4685 ; rate=23/min ; 937/5816 batches
[02:20:13]   +5 [partial_knowledge] ; total=4690 ; rate=23/min ; 938/5816 batches
[02:20:20]   +5 [partial_knowledge] ; total=4695 ; rate=23/min ; 939/5816 batches
[02:20:22]   +5 [partial_knowledge] ; total=4700 ; rate=23/min ; 940/5816 batches
[02:20:49]   +5 [partial_knowledge] ; total=4705 ; rate=23/min ; 941/5816 batches
[02:21:01]   +5 [partial_knowledge] ; total=4710 ; rate=23/min ; 942/5816 batches
[02:21:12]   +5 [partial_knowledge] ; total=4715 ; rate=23/min ; 943/5816 batches
[02:21:13]   +5 [partial_knowledge] ; total=4720 ; rate=23/min ; 944/5816 batches
[02:21:37]   +5 [partial_knowledge] ; total=4725 ; rate=23/min ; 945/5816 batches
[02:21:55]   +5 [partial_knowledge] ; total=4730 ; rate=23/min ; 946/5816 batches
[02:22:00]   +5 [partial_knowledge] ; total=4735 ; rate=23/min ; 947/5816 batches
[02:22:03]   +5 [partial_knowledge] ; total=4740 ; rate=23/min ; 948/5816 batches
[02:22:25]   +5 [partial_knowledge] ; total=4745 ; rate=23/min ; 949/5816 batches
[02:22:44]   +5 [partial_knowledge] ; total=4750 ; rate=23/min ; 950/5816 batches
[02:22:50]   +5 [partial_knowledge] ; total=4755 ; rate=23/min ; 951/5816 batches
[02:22:50]   +5 [partial_knowledge] ; total=4760 ; rate=23/min ; 952/5816 batches
[02:23:15]   +5 [partial_knowledge] ; total=4765 ; rate=23/min ; 953/5816 batches
[02:23:28]   +5 [partial_knowledge] ; total=4770 ; rate=23/min ; 954/5816 batches
[02:23:40]   +5 [partial_knowledge] ; total=4775 ; rate=23/min ; 955/5816 batches
[02:23:48]   +5 [partial_knowledge] ; total=4780 ; rate=23/min ; 956/5816 batches
[02:24:05]   +5 [partial_knowledge] ; total=4785 ; rate=23/min ; 957/5816 batches
[02:24:20]   +5 [partial_knowledge] ; total=4790 ; rate=23/min ; 958/5816 batches
[02:24:24]   +5 [partial_knowledge] ; total=4795 ; rate=23/min ; 959/5816 batches
[02:24:41]   +5 [partial_knowledge] ; total=4800 ; rate=23/min ; 960/5816 batches
[02:24:54]   +5 [partial_knowledge] ; total=4805 ; rate=23/min ; 961/5816 batches
[02:25:12]   +5 [partial_knowledge] ; total=4810 ; rate=23/min ; 962/5816 batches
[02:25:17]   +5 [partial_knowledge] ; total=4815 ; rate=23/min ; 963/5816 batches
[02:25:28]   +5 [partial_knowledge] ; total=4820 ; rate=23/min ; 964/5816 batches
[02:25:41]   +5 [partial_knowledge] ; total=4825 ; rate=23/min ; 965/5816 batches
[02:25:58]   +5 [partial_knowledge] ; total=4830 ; rate=23/min ; 966/5816 batches
[02:26:04]   +5 [partial_knowledge] ; total=4835 ; rate=23/min ; 967/5816 batches
[02:26:20]   +5 [partial_knowledge] ; total=4840 ; rate=23/min ; 968/5816 batches
[02:26:31]   +5 [partial_knowledge] ; total=4845 ; rate=23/min ; 969/5816 batches
[02:26:50]   +5 [partial_knowledge] ; total=4850 ; rate=23/min ; 970/5816 batches
[02:26:55]   +5 [partial_knowledge] ; total=4855 ; rate=23/min ; 971/5816 batches
[02:27:09]   +5 [partial_knowledge] ; total=4860 ; rate=23/min ; 972/5816 batches
[02:27:21]   +5 [partial_knowledge] ; total=4865 ; rate=23/min ; 973/5816 batches
[02:27:35]   +5 [partial_knowledge] ; total=4870 ; rate=23/min ; 974/5816 batches
[02:27:42]   +5 [partial_knowledge] ; total=4875 ; rate=23/min ; 975/5816 batches
[02:27:57]   +5 [partial_knowledge] ; total=4880 ; rate=23/min ; 976/5816 batches
[02:28:10]   +5 [partial_knowledge] ; total=4885 ; rate=23/min ; 977/5816 batches
[02:28:28]   +5 [partial_knowledge] ; total=4890 ; rate=23/min ; 978/5816 batches
[02:28:33]   +5 [partial_knowledge] ; total=4895 ; rate=23/min ; 979/5816 batches
[02:28:46]   +5 [partial_knowledge] ; total=4900 ; rate=23/min ; 980/5816 batches
[02:28:58]   +5 [partial_knowledge] ; total=4905 ; rate=23/min ; 981/5816 batches
[02:29:16]   +5 [partial_knowledge] ; total=4910 ; rate=23/min ; 982/5816 batches
[02:29:18]   +5 [partial_knowledge] ; total=4915 ; rate=23/min ; 983/5816 batches
[02:29:36]   +5 [partial_knowledge] ; total=4920 ; rate=23/min ; 984/5816 batches
[02:29:45]   +5 [partial_knowledge] ; total=4925 ; rate=23/min ; 985/5816 batches
